user_id,year_month,total_spend,clean_spend,fixed_spend,routine_spend,disc_spend,shock_spend,tx_count,avg_tx_size,income
USR30891,2030-01,7806.36,7806.36,1156.49,3028.14,3621.7299999999996,0.0,7,1115.1942857142856,1152000.0
USR30891,2030-02,11294.99,11294.99,5121.66,4734.37,1438.96,0.0,33,342.2724242424242,2943.37
USR30891,2030-03,247242.58000000002,247242.58000000002,240000.0,2477.13,4765.45,0.0,19,13012.767368421053,562.84
USR30891,2030-04,5432.35,5432.35,1788.0,2597.84,1046.51,0.0,16,339.521875,0.0
USR30891,2030-05,20248.0,20248.0,17034.98,1397.0300000000002,1815.99,0.0,17,1191.0588235294117,0.0
USR30891,2030-06,15213.08,15213.08,13188.0,968.99,1056.0900000000001,0.0,16,950.8175,0.0
USR30891,2030-07,6463.6900000000005,6463.6900000000005,4041.55,1310.69,1111.45,0.0,15,430.9126666666667,0.0
USR30891,2030-08,59352.52,59352.52,54000.0,1827.07,3525.4500000000003,0.0,17,3491.3247058823526,0.0
USR30891,2030-09,1051.07,1051.07,0.0,180.97,870.1,0.0,2,525.535,0.0
USR30891,2030-10,61065.020000000004,61065.020000000004,26400.0,2354.71,32310.31,0.0,18,3392.501111111111,0.0
USR30891,2030-11,5426.98,5426.98,0.0,2798.07,2628.91,0.0,5,1085.396,3151.69
USR30891,2030-12,47614.09,47614.09,36000.0,1806.65,9807.44,0.0,19,2506.004736842105,22606.22
USR30891,2031-01,1818.01,1818.01,0.0,317.82,1500.19,0.0,4,454.5025,1224000.0
USR30891,2031-02,7696.1,7696.1,3816.0,0.0,3880.1000000000004,0.0,27,285.0407407407408,0.0
USR30891,2031-03,243635.81,243635.81,240000.0,0.0,3635.81,0.0,15,16242.387333333334,0.0
USR30891,2031-04,16537.51,16537.51,2362.84,6318.47,7856.2,0.0,22,751.7049999999999,1404.38
USR30891,2031-05,26236.0,26236.0,16977.94,2972.8599999999997,6285.200000000001,0.0,19,1380.842105263158,0.0
USR30891,2031-06,23561.63,23561.63,15462.02,2523.42,5576.1900000000005,0.0,22,1070.983181818182,2157.28
USR30891,2031-07,16755.3,16755.3,7608.46,1996.11,7150.73,0.0,20,837.765,0.0
USR30891,2031-08,65017.61,65017.61,57062.06,3782.63,4172.92,0.0,20,3250.8805,0.0
USR30891,2031-09,13065.89,13065.89,2313.68,1999.29,8752.92,0.0,8,1633.23625,12971.59
USR30891,2031-10,32488.07,32488.07,27572.87,4448.66,466.53999999999996,0.0,20,1624.4035,14252.91
USR30891,2031-11,9036.8,9036.8,1374.98,1796.67,5865.15,0.0,7,1290.9714285714285,10806.61
USR30891,2031-12,42595.85,42595.85,36000.0,1112.52,5483.33,0.0,17,2505.6382352941177,5952.73
USR30891,2032-01,6984.97,6984.97,0.0,2203.4,4781.570000000001,0.0,6,1164.1616666666666,1064000.0
USR30891,2032-02,10770.39,10770.39,3180.0,987.81,6602.58,0.0,25,430.81559999999996,0.0
USR30891,2032-03,205127.3,205127.3,200597.56,2264.68,2265.0600000000004,0.0,17,12066.311764705883,0.0
USR30891,2032-04,8245.13,8245.13,3789.13,3961.39,494.61,0.0,16,515.320625,0.0
USR30891,2032-05,13735.46,13735.46,11196.08,1635.02,904.3600000000001,0.0,15,915.6973333333333,0.0
USR30891,2032-06,15809.45,15809.45,10990.0,1748.96,3070.49,0.0,14,1129.2464285714286,0.0
USR30891,2032-07,8359.960000000001,8359.960000000001,3391.93,2331.76,2636.27,0.0,13,643.0738461538463,0.0
USR30891,2032-08,49813.979999999996,49813.979999999996,48109.47,807.8900000000001,896.62,0.0,16,3113.3737499999997,0.0
USR30891,2032-09,12633.82,12633.82,0.0,3544.24,9089.58,0.0,8,1579.2275,0.0
USR30891,2032-10,63260.24,63260.24,23868.75,1193.1699999999998,38198.32,0.0,15,4217.349333333334,13607.939999999999
USR30891,2032-11,2423.63,2423.63,859.78,1036.6200000000001,527.23,0.0,4,605.9075,6940.73
USR30891,2032-12,33556.92,33556.92,30000.0,1739.73,1817.19,0.0,16,2097.3075,1787.87
USR30891,2033-01,6348.3,6348.3,0.0,4955.57,1392.73,0.0,7,906.9,1080000.0
USR30891,2033-02,8266.0,8266.0,4981.89,1149.04,2135.0699999999997,0.0,24,344.4166666666667,0.0
USR30891,2033-03,203311.16,203311.16,200000.0,994.12,2317.04,0.0,13,15639.32,0.0
USR30891,2033-04,7895.68,7895.68,3452.21,1735.07,2708.4,0.0,16,493.48,0.0
USR30891,2033-05,15715.64,15715.64,13986.539999999999,659.32,1069.78,0.0,14,1122.5457142857142,0.0
USR30891,2033-06,17012.19,17012.19,12456.56,3112.16,1443.4699999999998,0.0,17,1000.7170588235293,3543.52
USR30891,2033-07,6991.03,6991.03,4712.48,1384.44,894.11,0.0,14,499.3592857142857,3967.06
USR30891,2033-08,46743.979999999996,46743.979999999996,46743.979999999996,0.0,0.0,0.0,11,4249.452727272727,0.0
USR30891,2033-09,11551.529999999999,11551.529999999999,3668.39,2030.03,5853.11,0.0,10,1155.1529999999998,10902.15
USR30891,2033-10,26381.13,26381.13,24317.760000000002,2063.37,0.0,0.0,13,2029.3176923076924,0.0
USR30891,2033-11,6598.09,6598.09,1786.04,2377.12,2434.93,0.0,6,1099.6816666666666,5833.66
USR30891,2033-12,39276.91,39276.91,32348.19,883.21,6045.51,0.0,17,2310.4064705882356,9767.720000000001
USR30891,2034-01,5555.47,5555.47,0.0,5365.04,190.43,0.0,9,617.2744444444445,1008000.0
USR30891,2034-02,2862.0,2862.0,2862.0,0.0,0.0,0.0,18,159.0,0.0
USR30891,2034-03,189877.09,189877.09,182311.44,0.0,7565.65,0.0,13,14605.93,0.0
USR30891,2034-04,5801.0599999999995,5801.0599999999995,3281.29,1599.35,920.4200000000001,0.0,14,414.3614285714285,0.0
USR30891,2034-05,14457.42,14457.42,11666.57,1003.76,1787.0900000000001,0.0,14,1032.672857142857,0.0
USR30891,2034-06,13474.27,13474.27,10843.16,1436.55,1194.56,0.0,13,1036.4823076923078,6422.35
USR30891,2034-07,12249.0,12249.0,3692.04,4247.54,4309.42,0.0,17,720.5294117647059,0.0
USR30891,2034-08,45315.44,45315.44,40500.0,1129.72,3685.72,0.0,12,3776.286666666667,0.0
USR30891,2034-09,1798.82,1798.82,1001.39,0.0,797.43,0.0,2,899.41,0.0
USR30891,2034-10,24944.13,24944.13,19800.0,1192.15,3951.98,0.0,14,1781.7235714285714,811.88
USR30891,2034-11,5166.05,5166.05,1590.05,1491.4699999999998,2084.53,0.0,4,1291.5125,10828.17
USR30891,2034-12,36960.3,36960.3,30110.07,2978.12,3872.1099999999997,0.0,15,2464.02,20348.25
USR30891,2035-01,4349.68,4349.68,4169.03,0.0,180.65,0.0,3,1449.8933333333334,684000.0
USR30891,2035-02,3684.6099999999997,3684.6099999999997,1908.0,1776.61,0.0,0.0,15,245.64066666666665,0.0
USR30891,2035-03,124207.87,124207.87,120000.0,1485.87,2722.0,0.0,8,15525.98375,0.0
USR30891,2035-04,1649.08,1649.08,894.0,160.63,594.45,0.0,8,206.135,1960.01
USR30891,2035-05,8362.880000000001,8362.880000000001,6798.21,987.8800000000001,576.79,0.0,9,929.208888888889,0.0
USR30891,2035-06,8513.16,8513.16,6594.0,1736.49,182.67,0.0,10,851.316,0.0
USR30891,2035-07,8797.03,8797.03,5410.39,0.0,3386.6400000000003,0.0,12,733.0858333333334,0.0
USR30891,2035-08,27524.15,27524.15,27000.0,0.0,524.15,0.0,7,3932.0214285714287,0.0
USR30891,2035-09,7138.35,7138.35,0.0,425.83,6712.52,0.0,4,1784.5875,10426.88
USR30891,2035-10,14601.14,14601.14,13707.369999999999,893.77,0.0,0.0,8,1825.1425,0.0
USR30891,2035-11,897.39,897.39,0.0,0.0,897.39,0.0,1,897.39,0.0
USR30891,2035-12,20286.239999999998,20286.239999999998,18000.0,1469.43,816.81,0.0,9,2254.0266666666666,0.0
USR40567,2036-01,2547.0,2547.0,0.0,0.0,2547.0,0.0,3,849.0,492000.0
USR40567,2036-02,3470.0,3470.0,2862.0,0.0,608.0,0.0,20,173.5,0.0
USR40567,2036-03,108257.13,108257.13,108000.0,257.13,0.0,0.0,10,10825.713,0.0
USR40567,2036-04,2003.98,2003.98,0.0,0.0,2003.98,0.0,3,667.9933333333333,0.0
USR40567,2036-05,10285.8,10285.8,6652.09,1590.71,2043.0,0.0,15,685.7199999999999,0.0
USR40567,2036-06,7831.66,7831.66,7769.6,62.06,0.0,0.0,11,711.9690909090909,0.0
USR40567,2036-07,5638.06,5638.06,2912.95,1153.5,1571.6100000000001,0.0,16,352.37875,579.37
USR40567,2036-08,26349.02,26349.02,22500.0,1059.47,2789.55,0.0,13,2026.8476923076923,0.0
USR40567,2036-09,5287.13,5287.13,916.02,1602.6699999999998,2768.44,0.0,9,587.4588888888889,0.0
USR40567,2036-10,17526.93,17526.93,13403.16,176.85,3946.92,0.0,14,1251.9235714285714,633.58
USR40567,2036-11,2216.7299999999996,2216.7299999999996,1338.56,64.94,813.23,0.0,4,554.1824999999999,0.0
USR40567,2036-12,20029.38,20029.38,19278.41,179.63,571.34,0.0,13,1540.7215384615386,7173.570000000001
USR50234,2036-01,378.96000000000004,378.96000000000004,0.0,378.96000000000004,0.0,0.0,2,189.48000000000002,386000.0
USR50234,2036-02,3242.62,3242.62,2225.2,0.0,1017.4200000000001,0.0,14,231.6157142857143,0.0
USR50234,2036-03,82177.17,82177.17,81383.7,0.0,793.47,0.0,13,6321.320769230769,0.0
USR50234,2036-04,4671.67,4671.67,2720.0,0.0,1951.67,0.0,15,311.44466666666665,0.0
USR50234,2036-05,8426.41,8426.41,5840.8,1902.13,683.48,0.0,14,601.8864285714286,0.0
USR50234,2036-06,7031.09,7031.09,5579.41,614.98,836.7,0.0,15,468.7393333333333,0.0
USR50234,2036-07,4654.35,4654.35,1844.96,818.3399999999999,1991.05,0.0,16,290.896875,269.05
USR50234,2036-08,19330.55,19330.55,16000.0,312.92,3017.63,0.0,15,1288.7033333333334,0.0
USR50234,2036-10,10109.17,10109.17,9500.0,609.17,0.0,0.0,13,777.6284615384616,0.0
USR50234,2036-11,3254.82,3254.82,0.0,1631.22,1623.6,0.0,5,650.964,2179.65
USR50234,2036-12,13225.89,13225.89,10509.46,1717.39,999.0400000000001,0.0,19,696.0994736842105,3301.69
